record_id,dataset,subcorpus,source_split,source_dataset_url,source_version,source_citation,source_reuse_statement,source_image_id,source_file_name,width,height,derived_artifact_id,derived_sha256,license_id,license_name,license_url,coco_url,provenance_status,redistribution_policy
dtd_textures:e26124b166c3f642.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,perforated/perforated_0068.jpg,,512,460,e26124b166c3f642.png,3f72df0c73f19e26be4ae72ce1d924f2bd972fd819467752caf2d8a16524b537,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
dtd_textures:603434a330c6b3a2.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,pitted/pitted_0139.jpg,,400,398,603434a330c6b3a2.png,8003766d8fabf2f775bcffb3e0f84ccd2354a50286ea0a43f9ef219a3d7dc8af,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
dtd_textures:ccb1dc8357c10b28.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,scaly/scaly_0130.jpg,,396,338,ccb1dc8357c10b28.png,60a5661b2c7a2b7eb7e21233440c04e724e65f2edaf685309ae030f271f9a129,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
dtd_textures:3afed2a1f390689f.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,studded/studded_0204.jpg,,310,347,3afed2a1f390689f.png,5ae02ef8e2aad9cde7851cb06d8b3906bd4375119c52fcb862392c5a29655ab8,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
dtd_textures:bc1d9eb399622c80.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,swirly/swirly_0075.jpg,,512,473,bc1d9eb399622c80.png,bdb9285183af1f0050cf6a7a8d0f16a777a003cf878568e73590c19579fc6694,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
dtd_textures:940c9abafb85591c.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,swirly/swirly_0126.jpg,,403,375,940c9abafb85591c.png,fa6064b4d2a784e455841641f8875c39b17fb8f569768bde294d196a08cf23ec,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
dtd_textures:2ba6cbfa63f85ba7.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,veined/veined_0164.jpg,,476,512,2ba6cbfa63f85ba7.png,19df62860160cbb07797dbe05b58cd96a4e7964fb00ea1e4d25cac309960012d,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
dtd_textures:577723f200919a6e.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,waffled/waffled_0187.jpg,,512,492,577723f200919a6e.png,08d68f4ce8529d209c66b6c3fe3f38eb3a91b29523985393c3df5d5662f1331a,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
dtd_textures:b22a7441f49e89ac.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,waffled/waffled_0192.jpg,,300,312,b22a7441f49e89ac.png,19cfb8d551e27d4ffbc3a02ed1572a5e536cda84a93c049dedd96c919448a12d,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
dtd_textures:693e2c13bec9b016.png,DTD textures,dtd_textures,test_final,https://www.robots.ox.ac.uk/~vgg/data/dtd/,dtd-r1.0.1,"M. Cimpoi, S. Maji, I. Kokkinos, S. Mohamed, A. Vedaldi, ""Describing Textures in the Wild,"" CVPR, 2014.",made available to the computer vision community for research purposes,woven/woven_0093.jpg,,512,512,693e2c13bec9b016.png,962df5562af2149326e56016b65ac41e3b6adb21acb3619d63b607595f9e6e1d,,,,,identity-citation-and-reuse-statement-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official DTD sources"
ms_coco_val2017:3dff6b4572875d85.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,100428,000000100428.jpg,512,393,3dff6b4572875d85.png,aa34871c4828759f8e55b23b8b6523121a4624fc1ecad48591999e5e86109980,5,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,http://images.cocodataset.org/val2017/000000100428.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:67183260213b8f18.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,127476,000000127476.jpg,384,512,67183260213b8f18.png,225af800b8d7ae0192d59924ad321c6db74e35accf634b8f2b1b14202b1ac774,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,http://images.cocodataset.org/val2017/000000127476.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:c96ae1db78f52287.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,128658,000000128658.jpg,512,342,c96ae1db78f52287.png,537c7120c445bbc730b37d98235ad338c0894bf9bb84e752e9025a25314d5eaf,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,http://images.cocodataset.org/val2017/000000128658.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:a1e702149e3ae159.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,18575,000000018575.jpg,512,384,a1e702149e3ae159.png,f90ecb08a82679c5765584a3eb7938ee2cdf3635ecc65d4ff80aa7e789569801,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,http://images.cocodataset.org/val2017/000000018575.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:20d1ab985e2a4390.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,195918,000000195918.jpg,512,342,20d1ab985e2a4390.png,c2d8c3c9763f8f7c7b4879dcca67263227759b91bb45419e6d0e3feffe13d785,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,http://images.cocodataset.org/val2017/000000195918.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:ac9b3744894f9b34.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,206218,000000206218.jpg,512,384,ac9b3744894f9b34.png,f9566187398856694c34f10b7819b73153c804bf9ed57f1b1d39dd39808b221d,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,http://images.cocodataset.org/val2017/000000206218.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:26944ee8719aed15.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,226802,000000226802.jpg,512,288,26944ee8719aed15.png,65fc9d61bbd155c0bcad5fceef0e035de92a2497123122b74f8ad61fe44c56ca,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,http://images.cocodataset.org/val2017/000000226802.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:10df7367edd3c11d.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,228981,000000228981.jpg,512,384,10df7367edd3c11d.png,f047d68a3bb765026066b400d0711b3334adf3df75ba8185d9038e82abcfac85,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,http://images.cocodataset.org/val2017/000000228981.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:6e31869cfdabbae4.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,261116,000000261116.jpg,500,375,6e31869cfdabbae4.png,f8a650af864d29c19f47e3f362fad2fdf8cae9543fefbd67b4c22bc8a008cd27,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,http://images.cocodataset.org/val2017/000000261116.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:2341c7d483618948.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,300913,000000300913.jpg,500,375,2341c7d483618948.png,69fb77d6262a9830c81e1c5c2eeb991e76902840425c99555e8c5c25ad041106,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,http://images.cocodataset.org/val2017/000000300913.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:f663747f7d7d5888.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,443498,000000443498.jpg,512,382,f663747f7d7d5888.png,17f88990f5d338fcde0aa741d6a3ab481566eca2edaa32d6d49863b340c27f91,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,http://images.cocodataset.org/val2017/000000443498.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:17c739b51dcfcdd3.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,464089,000000464089.jpg,512,384,17c739b51dcfcdd3.png,b9f9897b378d2c979993832713828312f33dd21007a4bb94c1b44cf740418b35,2,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,http://images.cocodataset.org/val2017/000000464089.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:3665df2a9e452eaf.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,476704,000000476704.jpg,512,342,3665df2a9e452eaf.png,9652241b4c89e20a45b4a4a916f2f20a5f3e7b13ac280c6314155b506fe5b59b,6,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,http://images.cocodataset.org/val2017/000000476704.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:de733604ceab295b.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,528980,000000528980.jpg,341,512,de733604ceab295b.png,a55730efd11201785fafc10a3e35656bf86d618642b5be9e3566b57be149c6ab,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,http://images.cocodataset.org/val2017/000000528980.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:9d03a4e1ba3d37dd.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,537241,000000537241.jpg,512,342,9d03a4e1ba3d37dd.png,99757ff9a5b6fbe20c0adaebb7ea30b768dbae2c0bafdd4e99aea7e3b4d1e1f7,3,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,http://images.cocodataset.org/val2017/000000537241.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:48e02e31202989d3.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,551215,000000551215.jpg,384,512,48e02e31202989d3.png,c093d7545ca0414a43cb02ca78b5edea3aadbfb07795da8818d540e42c2ccb49,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,http://images.cocodataset.org/val2017/000000551215.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:2aba4268d6a1b8df.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,563349,000000563349.jpg,342,512,2aba4268d6a1b8df.png,dfd05a1a41d861f787b18e7bde3807f9a80b351d61af72ddd32e0302b57c3c20,4,Attribution License,http://creativecommons.org/licenses/by/2.0/,http://images.cocodataset.org/val2017/000000563349.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:c03c6b572d5ff31b.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,579970,000000579970.jpg,500,336,c03c6b572d5ff31b.png,78f19c3349b2a6aef08dff611966454975c1e712bfe0704462cf4035fbd60a8e,6,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,http://images.cocodataset.org/val2017/000000579970.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:7faeb6dad2235e7b.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,65288,000000065288.jpg,512,342,7faeb6dad2235e7b.png,27461fc66848a2ca09dba0b3e2ff786e57d21e718f278c01fb7cb40b24a5bb74,2,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,http://images.cocodataset.org/val2017/000000065288.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
ms_coco_val2017:b413ab0d83bf9090.png,MS-COCO val2017,ms_coco_val2017,test_final,https://cocodataset.org/,val2017,"T.-Y. Lin et al., ""Microsoft COCO: Common Objects in Context,"" ECCV, 2014.",,8532,000000008532.jpg,512,341,b413ab0d83bf9090.png,30b2fb9b269c56c5c4a84341a234dba4523146add481a724b5fec6f3ebe3699e,1,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,http://images.cocodataset.org/val2017/000000008532.jpg,identity-and-license-pinned,"publish source identifiers, hashes and aggregate results; obtain image pixels from official COCO sources"
